Province_State,Country_Region,Date,UID,Last_Update,FIPS,ISO3,Long_,Lat,Confirmed,Deaths,Recovered,Active,Mortality_Rate,People_Tested,Testing_Rate,People_Hospitalized,Hospitalization_Rate,Incident_Rate,Case_Fatality_Ratio,Total_Test_Results
Alabama,US,2020-04-12,84000001,2020-04-12 23:18:15,1,USA,-86.9023,32.3182,3667,93,,3470,2.610159978,21583,460.3001516,437,12.26494527,75.98802021,,
Alaska,US,2020-04-12,84000002,2020-04-12 23:18:15,2,USA,-152.4044,61.3707,272,8,66,264,2.941176471,8038,1344.711576,31,11.39705882,45.50404936,,
American Samoa,US,2020-04-12,16,,60,ASM,-170.1322,-14.271,0,0,,0,,3,5.391707554,,,0.0,,
Arizona,US,2020-04-12,84000004,2020-04-12 23:18:15,4,USA,-111.4312,33.7298,3542,115,,3427,3.246753247,42109,578.5222863,,,48.66242224,,
Arkansas,US,2020-04-12,84000005,2020-04-12 23:18:15,5,USA,-92.3731,34.9697,1280,27,367,1253,2.109375,19722,761.7533537,130,10.15625,49.43942261,,
California,US,2020-04-12,84000006,2020-04-12 23:18:15,6,USA,-119.6816,36.1162,22795,640,,22155,2.81202018,190328,485.4238685,5234,22.9611757,58.13772584,,
Colorado,US,2020-04-12,84000008,2020-04-12 23:18:15,8,USA,-105.3111,39.0598,7307,289,,7018,3.955111537,34873,615.3899908,1376,18.8312577,128.943729,,
Connecticut,US,2020-04-12,84000009,2020-04-12 23:18:15,9,USA,-72.7554,41.5978,12035,554,,11481,4.603240548,41220,1156.148159,1654,13.74324886,337.5604825,,
Delaware,US,2020-04-12,84000010,2020-04-12 23:18:15,10,USA,-75.5071,39.3185,1625,35,191,1590,2.153846154,11103,1140.214672,190,11.69230769,166.8782169,,
Diamond Princess,US,2020-04-12,84088888,2020-04-12 23:18:15,888,USA,,,49,0,0,49,0.0,,,,,,,
District of Columbia,US,2020-04-12,84000011,2020-04-12 23:18:15,11,USA,-77.0268,38.8974,1875,50,493,1825,2.666666667,10640,1507.618148,,,265.6751905,,
Florida,US,2020-04-12,84000012,2020-04-12 23:18:15,12,USA,-81.6868,27.7663,19895,461,,19434,2.317165117,182753,860.7186513,2772,13.93314903,93.70022691,,
Georgia,US,2020-04-12,84000013,2020-04-12 23:18:15,13,USA,-83.6431,33.0406,12452,433,,12019,3.477353036,54453,537.0439828,2505,20.11725024,122.8081405,,
Grand Princess,US,2020-04-12,84099999,2020-04-12 23:18:15,999,USA,,,103,0,0,103,0.0,,,,,,,
Guam,US,2020-04-12,316,2020-04-12 23:18:15,66,GUM,144.7937,13.4443,133,5,58,128,3.759398496,826,502.9562379,13,9.77443609,80.98447899,,
Hawaii,US,2020-04-12,84000015,2020-04-12 23:18:15,15,USA,-157.4983,21.0943,499,9,300,490,1.803607214,17968,1269.118355,44,8.817635271,35.24543964,,
Idaho,US,2020-04-12,84000016,2020-04-12 23:18:15,16,USA,-114.4788,44.2405,1407,27,,1380,1.918976546,14308,888.4214004,131,9.310589908,87.36433536,,
Illinois,US,2020-04-12,84000017,2020-04-12 23:18:15,17,USA,-88.9861,40.3495,20852,720,,20132,3.452906196,100735,858.3672336,3680,17.64818722,177.6807818,,
Indiana,US,2020-04-12,84000018,2020-04-12 23:18:15,18,USA,-86.2583,39.8494,7928,343,,7585,4.326437941,42489,649.2823801,,,121.1492553,,
Iowa,US,2020-04-12,84000019,2020-04-12 23:18:15,19,USA,-93.2105,42.0115,1587,41,674,1546,2.583490863,17592,671.2677046,129,8.128544423,60.55603952,,
Kansas,US,2020-04-12,84000020,2020-04-12 23:18:15,20,USA,-96.7265,38.5266,1344,56,,1288,4.166666667,13253,543.4925249,298,22.17261905,55.11612114,,
Kentucky,US,2020-04-12,84000021,2020-04-12 23:18:15,21,USA,-84.6701,37.6681,1963,97,464,1866,4.9414162,24567,717.6402439,459,23.38257769,57.34228025,,
Louisiana,US,2020-04-12,84000022,2020-04-12 23:18:15,22,USA,-91.8678,31.1695,20595,840,,19755,4.078659869,104045,2263.19295,2084,10.11896091,447.9836494,,
Maine,US,2020-04-12,84000023,2020-04-12 23:18:15,23,USA,-69.3819,44.6939,633,19,266,614,3.001579779,6721,572.4842974,120,18.95734597,53.91795272,,
Maryland,US,2020-04-12,84000024,2020-04-12 23:18:15,24,USA,-76.8021,39.0639,8225,236,456,7989,2.869300912,49764,837.3076732,1860,22.61398176,138.3903145,,
Massachusetts,US,2020-04-12,84000025,2020-04-12 23:18:15,25,USA,-71.5301,42.2302,25475,756,,24719,2.967615309,116730,1700.668379,2235,8.773307164,371.1516059,,
Michigan,US,2020-04-12,84000026,2020-04-12 23:18:15,26,USA,-84.5361,43.3266,24244,1479,433,22765,6.100478469,79437,997.0430232,3636,14.99752516,304.2953668,,
Minnesota,US,2020-04-12,84000027,2020-04-12 23:18:15,27,USA,-93.9002,45.6945,1621,70,842,1551,4.318322023,37421,756.5229662,361,22.27020358,32.77100367,,
Mississippi,US,2020-04-12,84000028,2020-04-12 23:18:15,28,USA,-89.6787,32.7416,2781,96,,2685,3.451995685,21413,739.6019489,548,19.70514204,96.05534114,,
Missouri,US,2020-04-12,84000029,2020-04-12 23:18:15,29,USA,-92.2884,38.4561,4269,118,,4151,2.764113375,45200,771.4026695,988,23.14359335,72.85659283,,
Montana,US,2020-04-12,84000030,2020-04-12 23:18:15,30,USA,-110.4544,46.9219,387,6,169,381,1.550387597,8913,1029.230231,47,12.14470284,44.68889256,,
Nebraska,US,2020-04-12,84000031,2020-04-12 23:18:15,31,USA,-98.2681,41.1254,791,17,,774,2.149178255,10691,700.924163,,,51.85960275,,
Nevada,US,2020-04-12,84000032,2020-04-12 23:18:15,32,USA,-117.0554,38.3135,2836,112,,2724,3.94922426,24611,815.8260508,282,9.943582511,94.01010443,,
New Hampshire,US,2020-04-12,84000033,2020-04-12 23:18:15,33,USA,-71.5639,43.4525,929,23,236,906,2.475780409,10925,822.5739902,146,15.71582347,69.94702398,,
New Jersey,US,2020-04-12,84000034,2020-04-12 23:18:15,34,USA,-74.521,40.2989,61850,2350,,59500,3.799514956,126735,1426.844055,7604,12.29426031,696.3372772,,
New Mexico,US,2020-04-12,84000035,2020-04-12 23:18:15,35,USA,-106.2485,34.8405,1245,26,235,1219,2.088353414,28692,1720.625619,78,6.265060241,74.66119111,,
New York,US,2020-04-12,84000036,2020-04-12 23:18:15,36,USA,-74.9481,42.1657,189033,9385,23887,179648,4.964741606,461601,2737.680538,42594,22.53257368,1121.124012,,
North Carolina,US,2020-04-12,84000037,2020-04-12 23:18:15,37,USA,-79.8064,35.6301,4570,89,,4481,1.947483589,62139,626.5354222,331,7.242888403,46.07841902,,
North Dakota,US,2020-04-12,84000038,2020-04-12 23:18:15,38,USA,-99.784,47.5289,308,7,121,301,2.272727273,10350,1706.743533,39,12.66233766,50.79004911,,
Northern Mariana Islands,US,2020-04-12,580,2020-04-12 23:18:15,69,MNP,145.6739,15.0979,11,2,,9,18.18181818,38,68.9104889,,,19.9477731,,
Ohio,US,2020-04-12,84000039,2020-04-12 23:18:15,39,USA,-82.7649,40.3888,6604,253,,6351,3.831011508,63243,565.9906245,1948,29.49727438,59.10222609,,
Oklahoma,US,2020-04-12,84000040,2020-04-12 23:18:15,40,USA,-96.9289,35.5653,1970,96,865,1874,4.873096447,22760,622.2601824,446,22.63959391,53.85995428,,
Oregon,US,2020-04-12,84000041,2020-04-12 23:18:15,41,USA,-122.0709,44.572,1527,52,,1475,3.405370007,29758,742.6366471,359,23.51015062,38.1076067,,
Pennsylvania,US,2020-04-12,84000042,2020-04-12 23:18:15,42,USA,-77.2098,40.5908,22938,557,,22381,2.428284942,124890,992.175013,2097,9.142035051,182.2284446,,
Puerto Rico,US,2020-04-12,630,2020-04-12 23:18:15,72,PRI,-66.5901,18.2208,897,44,,853,4.905239688,6716,228.9487177,,,30.57876709,,
Recovered,US,2020-04-12,84070001,,,USA,,,0,0,32988,-32988,,,,,,,,
Rhode Island,US,2020-04-12,84000044,2020-04-12 23:18:15,44,USA,-71.5118,41.6809,2665,63,35,2602,2.363977486,20350,1920.969339,201,7.542213884,251.5667464,,
South Carolina,US,2020-04-12,84000045,2020-04-12 23:18:15,45,USA,-80.945,33.8569,3320,82,,3238,2.469879518,31425,623.5149976,496,14.93975904,65.87334263,,
South Dakota,US,2020-04-12,84000046,2020-04-12 23:18:15,46,USA,-99.4388,44.2998,730,6,197,724,0.821917808,8553,1162.262941,43,5.890410959,99.19933903,,
Tennessee,US,2020-04-12,84000047,2020-04-12 23:18:15,47,USA,-86.6923,35.7478,5508,106,1504,5402,1.924473493,70677,1076.584377,567,10.29411765,83.90037425,,
Texas,US,2020-04-12,84000048,2020-04-12 23:18:15,48,USA,-97.5635,31.0545,13677,285,2014,13394,2.069167215,124533,541.811523,1338,9.782847116,59.50516088,,
Utah,US,2020-04-12,84000049,2020-04-12 23:18:15,49,USA,-111.8624,40.15,2303,18,,2285,0.781589231,44234,1543.468991,195,8.467216674,80.3592053,,
Vermont,US,2020-04-12,84000050,2020-04-12 23:18:15,50,USA,-72.7107,44.0459,727,27,15,700,3.71389271,9841,1611.717172,34,4.676753783,119.0649715,,
Virgin Islands,US,2020-04-12,850,,,VIR,-64.8963,18.3358,51,1,43,50,1.960784314,350,326.2855651,3,5.882352941,47.54446806,,
Virginia,US,2020-04-12,84000051,2020-04-12 23:18:15,51,USA,-78.17,37.7693,5274,141,,5133,2.673492605,39985,505.6764505,751,14.23966629,66.69845192,,
Washington,US,2020-04-12,84000053,2020-04-12 23:18:15,53,USA,-121.4905,47.4009,10609,506,,10103,4.7695353,93615,1240.031828,642,6.051465737,140.5276682,,
West Virginia,US,2020-04-12,84000054,2020-04-12 23:18:15,54,USA,-80.9545,38.4912,593,6,83,587,1.011804384,16257,1228.800044,81,13.65935919,44.82244115,,
Wisconsin,US,2020-04-12,84000055,2020-04-12 23:18:15,55,USA,-89.6165,44.2685,3341,144,,3197,4.3100868,39257,758.6522632,974,29.15294822,64.56573888,,
Wyoming,US,2020-04-12,84000056,2020-04-12 23:18:15,56,USA,-107.3025,42.756,270,0,137,270,0.0,5459,1097.860188,40,14.81481481,54.29973453,,
Alabama,US,2020-04-13,84000001,2020-04-13 23:07:54,1,USA,-86.9023,32.3182,3870,99,,3635.0,2.6513122656668453,29182,622.3638523089759,457,12.23888591322978,79.63493333293523,,
Alaska,US,2020-04-13,84000002,2020-04-13 23:07:54,2,USA,-152.4044,61.3707,277,8,85,269.0,2.888086642599278,7830,1309.9143620482844,32,11.552346570397113,46.34052085407085,,
American Samoa,US,2020-04-13,16,,60,ASM,-170.132,-14.270999999999999,0,0,,,,3,5.3917075537822825,,,0.0,,
Arizona,US,2020-04-13,84000004,2020-04-13 23:07:54,4,USA,-111.4312,33.7298,3705,122,,3583.0,3.292847503373819,43347,595.5307782951309,525,14.17004048582996,50.90182789082197,,
Arkansas,US,2020-04-13,84000005,2020-04-13 23:07:54,5,USA,-92.3731,34.9697,1410,29,391,1381.0,2.0567375886524824,20804,803.5451155974812,130,9.21985815602837,54.46061396810462,,
California,US,2020-04-13,84000006,2020-04-13 23:07:54,6,USA,-119.6816,36.1162,23931,714,,23217.0,2.987756466507877,190882,486.8368231271593,3015,12.598721323805941,61.035047905282056,,
Colorado,US,2020-04-13,84000008,2020-04-13 23:07:54,8,USA,-105.3111,39.0598,7691,306,,7385.0,3.9786763749837473,37534,662.3476017295789,1472,19.139253673124433,135.7200246417166,,
Connecticut,US,2020-04-13,84000009,2020-04-13 23:07:54,9,USA,-72.7554,41.5978,13381,602,,12779.0,4.498916373963082,44309,1242.7891499337923,1760,13.152978103280772,375.31340394195473,,
Delaware,US,2020-04-13,84000010,2020-04-13 23:07:54,10,USA,-75.5071,39.3185,1758,41,213,1717.0,2.3321956769055747,11820,1213.8464761482248,201,11.433447098976108,180.53655711240094,,
Diamond Princess,US,2020-04-13,84088888,2020-04-13 23:07:54,88888,USA,,,49,0,0,49.0,0.0,,,,,,,
District of Columbia,US,2020-04-13,84000011,2020-04-13 23:07:54,11,USA,-77.0268,38.8974,1955,52,507,1903.0,2.659846547314578,10934,1549.276017394286,295,15.089514066496164,277.0106652648463,,
Florida,US,2020-04-13,84000012,2020-04-14 00:42:00,12,USA,-81.6868,27.7663,21019,499,,122520.0,0.40562839886521596,196207,924.083459185368,2833,2.3028963005714562,579.3871934514303,,
Georgia,US,2020-04-13,84000013,2020-04-13 23:07:54,13,USA,-83.6431,33.0406,13315,465,,12850.0,3.492301915133308,57021,562.3709427181686,2589,19.444235824258357,131.31949811985785,,
Grand Princess,US,2020-04-13,84099999,2020-04-13 23:07:54,99999,USA,,,103,0,0,103.0,0.0,,,,,,,
Guam,US,2020-04-13,316,2020-04-13 23:07:54,66,GUM,144.7937,13.4443,133,5,58,128.0,3.7593984962406015,905,551.0598006442224,12,9.022556390977444,80.9844789897034,,
Hawaii,US,2020-04-13,84000015,2020-04-13 23:07:54,15,USA,-157.4983,21.0943,504,9,310,495.0,1.7857142857142858,18844,1330.9921132148502,44,8.73015873015873,35.598600353443246,,
Idaho,US,2020-04-13,84000016,2020-04-13 23:07:54,16,USA,-114.4788,44.2405,1426,27,,1399.0,1.8934081346423561,14881,924.0004793551308,132,9.256661991584853,88.54409539415472,,
Illinois,US,2020-04-13,84000017,2020-04-13 23:07:54,17,USA,-88.9861,40.3495,22025,798,,21227.0,3.623155505107832,105768,901.2536413610729,3680,16.708286038592508,187.67596485683413,,
Indiana,US,2020-04-13,84000018,2020-04-13 23:07:54,18,USA,-86.2583,39.8494,8359,350,,8009.0,4.187103720540734,44539,680.6088147391333,,,127.7354471902022,,
Iowa,US,2020-04-13,84000019,2020-04-13 23:07:54,19,USA,-93.2105,42.0115,1710,41,741,1669.0,2.3976608187134505,18696,713.3936451645029,142,8.304093567251462,65.249418765046,,
Kansas,US,2020-04-13,84000020,2020-04-13 23:07:54,20,USA,-96.7265,38.5266,1390,62,,1328.0,4.460431654676259,13864,568.549035303844,309,22.230215827338128,57.00253599771662,,
Kentucky,US,2020-04-13,84000021,2020-04-13 23:07:54,21,USA,-84.6701,37.6681,2018,113,607,1905.0,5.599603567888999,25866,755.5860524177965,667,33.052527254707634,58.948915710937655,,
Louisiana,US,2020-04-13,84000022,2020-04-13 23:07:54,22,USA,-91.8678,31.1695,21016,884,,20132.0,4.206318995051389,108091,2351.20177949242,2134,10.154168252759803,457.1412661351334,,
Maine,US,2020-04-13,84000023,2020-04-13 23:07:54,23,USA,-69.3819,44.6939,698,19,273,679.0,2.7220630372492836,12306,1048.2058865116533,124,17.76504297994269,59.45455133960133,,
Maryland,US,2020-04-13,84000024,2020-04-13 23:07:54,24,USA,-76.8021,39.0639,8936,262,603,8674.0,2.9319606087735006,51751,870.7400811160737,1975,22.10161145926589,150.3532949093396,,
Massachusetts,US,2020-04-13,84000025,2020-04-13 23:07:54,25,USA,-71.5301,42.2302,26867,844,,26023.0,3.1414002307663678,122049,1778.1622116818567,2340,8.709569360181636,391.4319997808785,,
Michigan,US,2020-04-13,84000026,2020-04-13 23:07:54,26,USA,-84.5361,43.3266,25635,1602,447,24033.0,6.249268578115857,82644,1037.2952605155676,3986,15.549054027696508,321.7543197729608,,
Minnesota,US,2020-04-13,84000027,2020-04-13 23:07:54,27,USA,-93.9002,45.6945,1621,70,842,1551.0,4.318322023442319,38427,776.8608006637493,361,22.27020357803825,32.771003666066505,,
Mississippi,US,2020-04-13,84000028,2020-04-13 23:07:54,28,USA,-89.6787,32.7416,2942,98,,2844.0,3.3310673011556764,30984,1070.1829161724588,549,18.66077498300476,101.61625804865008,,
Missouri,US,2020-04-13,84000029,2020-04-13 23:07:54,29,USA,-92.2884,38.4561,4515,123,,4392.0,2.7242524916943522,45428,775.2938156716255,988,21.882613510520486,77.05493479258142,,
Montana,US,2020-04-13,84000030,2020-04-13 23:07:54,30,USA,-110.4544,46.9219,394,7,171,387.0,1.7766497461928934,9098,1050.5931382341766,47,11.928934010152284,45.49721878042049,,
Nebraska,US,2020-04-13,84000031,2020-04-13 23:07:54,31,USA,-98.2681,41.1254,814,17,,797.0,2.0884520884520885,10972,719.3471066144268,,,53.36753051259054,,
Nevada,US,2020-04-13,84000032,2020-04-13 23:07:54,32,USA,-117.0554,38.3135,2990,114,,2876.0,3.8127090301003346,25464,844.1020095820031,,,99.11502547322452,,
New Hampshire,US,2020-04-13,84000033,2020-04-13 23:07:54,33,USA,-71.5639,43.4525,985,23,239,962.0,2.33502538071066,11207,843.8065637263317,152,15.431472081218274,74.16342154639392,,
New Jersey,US,2020-04-13,84000034,2020-04-13 23:07:54,34,USA,-74.521,40.2989,64584,2443,,62141.0,3.7826706304967175,129469,1457.6247524540681,7781,12.047875634832156,727.1179742833693,,
New Mexico,US,2020-04-13,84000035,2020-04-13 23:07:54,35,USA,-106.2485,34.8405,1262,26,295,1236.0,2.0602218700475436,30515,1829.9487926175973,80,6.3391442155309035,75.68066119231224,,
New York,US,2020-04-13,84000036,2020-04-13 23:07:54,36,USA,-74.9481,42.1657,195749,10058,23887,185691.0,5.138212711176047,478357,2837.057652188998,42712,21.819779411389074,1160.9555172357552,,
North Carolina,US,2020-04-13,84000037,2020-04-13 23:07:54,37,USA,-79.8064,35.6301,4886,94,,4792.0,1.9238641015145312,63388,639.1288456448584,313,6.406058125255833,49.26458540766041,,
North Dakota,US,2020-04-13,84000038,2020-04-13 23:07:54,38,USA,-99.78399999999999,47.5289,331,8,127,323.0,2.416918429003021,10781,1777.816621538279,40,12.084592145015106,54.582812515459636,,
Northern Mariana Islands,US,2020-04-13,580,2020-04-13 23:07:54,69,MNP,145.6739,15.0979,11,2,,9.0,18.181818181818183,38,68.91048890178442,,,19.947773103148123,,
Ohio,US,2020-04-13,84000039,2020-04-13 23:07:54,39,USA,-82.7649,40.3888,6975,274,,6701.0,3.92831541218638,65112,582.7171630931477,2033,29.14695340501792,62.422475312917825,,
Oklahoma,US,2020-04-13,84000040,2020-04-13 23:07:54,40,USA,-96.9289,35.5653,2069,99,865,1970.0,4.784920251329145,22859,624.9668501550456,457,22.08796520057999,56.56662202943214,,
Oregon,US,2020-04-13,84000041,2020-04-13 23:07:54,41,USA,-122.0709,44.571999999999996,1584,53,,1531.0,3.345959595959596,31121,776.6514918366868,369,23.295454545454547,39.53009103400636,,
Pennsylvania,US,2020-04-13,84000042,2020-04-13 23:07:54,42,USA,-77.2098,40.5908,24292,589,,23703.0,2.4246665568911574,129792,1031.1184185386498,2243,9.233492507821506,192.98515026458398,,
Puerto Rico,US,2020-04-13,630,2020-04-13 23:07:54,72,PRI,-66.5901,18.2208,903,45,,858.0,4.983388704318937,6863,233.9599537466319,,,30.783307333995136,,
Recovered,US,2020-04-13,84070001,,,USA,,,0,0,43482,-43482.0,,,,,,,,
Rhode Island,US,2020-04-13,84000044,2020-04-13 23:07:54,44,USA,-71.5118,41.6809,2665,63,135,2602.0,2.3639774859287055,20661,1950.3266591841686,331,12.420262664165103,251.56674636880157,,
South Carolina,US,2020-04-13,84000045,2020-04-13 23:07:54,45,USA,-80.945,33.8569,3391,82,,3309.0,2.4181657328221764,31425,623.514997594234,496,14.626953700973164,67.2820797722211,,
South Dakota,US,2020-04-13,84000046,2020-04-13 23:07:54,46,USA,-99.4388,44.2998,868,6,207,862.0,0.6912442396313364,9002,1223.2773287384562,44,5.0691244239631335,117.95209079593201,,
Tennessee,US,2020-04-13,84000047,2020-04-13 23:07:54,47,USA,-86.6923,35.7478,5610,109,1671,5501.0,1.9429590017825311,76195,1160.6370761968637,579,10.320855614973262,85.45408488043054,,
Texas,US,2020-04-13,84000048,2020-04-13 23:07:54,48,USA,-97.5635,31.0545,14275,305,2269,13970.0,2.136602451838879,133226,579.6325629190829,1176,8.238178633975481,62.106907327923295,,
Utah,US,2020-04-13,84000049,2020-04-13 23:07:54,49,USA,-111.8624,40.15,2363,13,218,2350.0,0.5501481168006771,45787,1597.6582427329527,201,8.506136267456624,82.45280161569806,,
Vermont,US,2020-04-13,84000050,2020-04-13 23:07:54,50,USA,-72.7107,44.0459,748,28,15,720.0,3.7433155080213902,10366,1697.699442016014,33,4.411764705882353,122.50426226393773,,
Virgin Islands,US,2020-04-13,850,2020-04-13 23:07:54,78,VIR,-64.8963,18.3358,51,1,43,50.0,1.9607843137254901,373,347.7271879777753,,,47.5444680613044,,
Virginia,US,2020-04-13,84000051,2020-04-13 23:07:54,51,USA,-78.17,37.7693,5747,149,,5598.0,2.592657038454846,41401,523.5841122618161,1238,21.54167391682617,72.68031915095425,,
Washington,US,2020-04-13,84000053,2020-04-13 23:07:54,53,USA,-121.4905,47.4009,10635,513,,10122.0,4.823695345557122,93802,1242.5088447391138,527,4.955336154207805,140.8720663077597,,
West Virginia,US,2020-04-13,84000054,2020-04-13 23:07:54,54,USA,-80.9545,38.4912,611,8,85,603.0,1.309328968903437,16655,1258.8832333835728,164,26.841243862520457,46.18298742704071,,
Wisconsin,US,2020-04-13,84000055,2020-04-13 23:07:54,55,USA,-89.6165,44.2685,3428,154,,3274.0,4.492415402567095,40197,776.8180202764635,993,28.96732788798133,66.24703767713304,,
Wyoming,US,2020-04-13,84000056,2020-04-13 23:07:54,56,USA,-107.3025,42.756,275,1,138,274.0,0.36363636363636365,5964,1199.4208028316307,41,14.909090909090908,55.30528517416137,,
Alabama,US,2020-04-14,84000001,2020-04-14 23:33:31,1,USA,-86.9023,32.3182,4041,114,,3839.0,2.883885656,33117,706.2855081,493,12.4715406,84.30554137,,
Alaska,US,2020-04-14,84000002,2020-04-14 23:33:31,2,USA,-152.4044,61.3707,285,9,98,276.0,3.157894737,8348,1396.572809,32,11.22807018,47.67887525,,
American Samoa,US,2020-04-14,16,,60,ASM,-170.132,-14.271,0,0,,,,3,5.391707554,,,0.0,,
Arizona,US,2020-04-14,84000004,2020-04-14 23:33:31,4,USA,-111.4312,33.7298,3809,131,249,3678.0,3.439222893,44096,605.8210534,580,15.22709373,52.33065113,,
Arkansas,US,2020-04-14,84000005,2020-04-14 23:33:31,5,USA,-92.3731,34.9697,1498,32,427,1466.0,2.136181575,21131,816.1753431,130,8.67823765,57.85957427,,
California,US,2020-04-14,84000006,2020-04-14 23:33:31,6,USA,-119.6816,36.1162,25356,767,,24589.0,3.028868907,202208,515.7233282,5163,20.36204449,64.66945279,,
Colorado,US,2020-04-14,84000008,2020-04-14 23:33:31,8,USA,-105.3111,39.0598,7950,327,,7623.0,4.11320755,38742,683.6646983,1493,18.7798742,140.290495,,
Connecticut,US,2020-04-14,84000009,2020-04-14 23:33:31,9,USA,-72.7554,41.5978,13989,671,,13318.0,4.79662592,45841,1285.759043,1779,12.71713489,392.3667295,,
Delaware,US,2020-04-14,84000010,2020-04-14 23:33:31,10,USA,-75.5071,39.3185,1926,43,277,1883.0,2.232606438,12304,1263.550511,204,10.59190031,197.7891974,,
