Province_State,Country_Region,Date,UID,Last_Update,FIPS,ISO3,Long_,Lat,Confirmed,Deaths,Recovered,Active,Mortality_Rate,People_Tested,Testing_Rate,People_Hospitalized,Hospitalization_Rate,Incident_Rate,Case_Fatality_Ratio,Total_Test_Results
Arkansas,US,2020-04-25,84000005,2020-04-26 02:32:45,5,USA,-92.3731,34.9697,2911,48,964,2863.0,1.6489178976296806,38053,1469.7799598072943,291,9.996564754379937,112.43606188734223,,
California,US,2020-04-25,84000006,2020-04-26 02:32:45,6,USA,-119.6816,36.1162,42368,1689,,40679.0,3.986499244712991,506035,1290.6218071434291,4847,11.440237915407854,108.05787094776608,,
Colorado,US,2020-04-25,84000008,2020-04-26 02:32:45,8,USA,-105.3111,39.0598,12968,684,2086,12284.0,5.27452190006169,56789,1002.1329449198341,2366,18.2449105490438,228.84114933737888,,
Connecticut,US,2020-04-25,84000009,2020-04-26 02:32:45,9,USA,-72.7554,41.5978,24583,1865,,22718.0,7.5865435463531705,77602,2176.598966647005,1810,7.362811699141683,689.5097084750821,,
Delaware,US,2020-04-25,84000010,2020-04-26 02:32:45,10,USA,-75.5071,39.3185,3576,112,809,3464.0,3.131991051454139,17698,1817.4834970280274,300,8.389261744966444,367.234771464133,,
Diamond Princess,US,2020-04-25,84088888,2020-04-26 02:32:45,88888,USA,,,49,0,0,49.0,0.0,,,,,,,
District of Columbia,US,2020-04-25,84000011,2020-04-26 02:32:45,11,USA,-77.0268,38.8974,3699,165,652,3534.0,4.4606650446066505,17302,2451.579810952619,402,10.86780210867802,524.1240157619777,,
Florida,US,2020-04-25,84000012,2020-04-26 02:32:45,12,USA,-81.6868,27.7663,30839,1055,,29784.0,3.420992898602419,333099,1568.8088405163267,5045,16.359155614643797,145.24359374445135,,
Georgia,US,2020-04-25,84000013,2020-04-26 02:32:45,13,USA,-83.6431,33.0406,23222,907,,22315.0,3.905779002669882,119014,1173.778351425968,4326,18.6288864008268,229.0275167359624,,
Grand Princess,US,2020-04-25,84099999,2020-04-26 02:32:45,99999,USA,,,103,3,0,100.0,2.912621359223301,,,,,,,
Guam,US,2020-04-25,316,2020-04-26 02:32:45,66,GUM,144.7937,13.4443,141,5,128,136.0,3.5460992907801416,1449,882.3045868878213,2,1.4184397163120568,85.85572584622692,,
Hawaii,US,2020-04-25,84000015,2020-04-26 02:32:45,15,USA,-157.4983,21.0943,605,13,463,592.0,2.1487603305785123,28040,1980.5253053780727,67,11.074380165289256,42.73244685284358,,
Idaho,US,2020-04-25,84000016,2020-04-26 02:32:45,16,USA,-114.4788,44.2405,1887,56,867,1831.0,2.96767355590885,19361,1202.1754775078748,168,8.90302066772655,117.16879944514022,,
Illinois,US,2020-04-25,84000017,2020-04-26 02:32:45,17,USA,-88.9861,40.3495,41777,1875,,39902.0,4.488115470234818,201617,1717.9870604558605,4699,11.247815783804485,355.9835997195895,,
Indiana,US,2020-04-25,84000018,2020-04-26 02:32:45,18,USA,-86.2583,39.8494,14399,786,,13613.0,5.458712410584068,79774,1219.0414600013387,1515,10.521563997499827,220.0338203244074,,
Iowa,US,2020-04-25,84000019,2020-04-26 02:32:45,19,USA,-93.2105,42.0115,5092,112,1723,4980.0,2.199528672427337,34350,1310.7120085259241,293,5.754124116260801,194.2982692114703,,
Kansas,US,2020-04-25,84000020,2020-04-26 02:32:45,20,USA,-96.7265,38.5266,3135,120,,3015.0,3.827751196172249,25199,1033.3862623068064,474,15.119617224880383,128.56327363513785,,
Kentucky,US,2020-04-25,84000021,2020-04-26 02:32:45,21,USA,-84.6701,37.6681,3915,205,1341,3710.0,5.236270753512133,44962,1313.4098851314068,1143,29.195402298850574,114.3632334035287,,
Louisiana,US,2020-04-25,84000022,2020-04-26 02:32:45,22,USA,-91.8678,31.1695,26512,1707,14927,24805.0,6.438593844296922,139002,3023.579666697555,1700,6.412190706095353,576.6905808800274,,
Maine,US,2020-04-25,84000023,2020-04-26 02:32:45,23,USA,-69.3819,44.6939,965,47,519,918.0,4.870466321243524,17774,1513.9615981519685,156,16.16580310880829,82.19719490360356,,
Maryland,US,2020-04-25,84000024,2020-04-26 02:32:45,24,USA,-76.8021,39.0639,17766,875,1165,16891.0,4.925137903861308,89123,1499.5452889665482,3760,21.164021164021165,298.9230793821987,,
Massachusetts,US,2020-04-25,84000025,2020-04-26 02:32:45,25,USA,-71.5301,42.2302,53348,2730,,50618.0,5.117342730749044,226845,3304.9611787804142,4965,9.306815625702932,777.240269635996,,
Michigan,US,2020-04-25,84000026,2020-04-26 02:32:45,26,USA,-84.5361,43.3266,37074,3155,8342,33919.0,8.510007013001024,144044,1807.9492583333868,2889,7.79252306198414,465.3294188126682,,
Minnesota,US,2020-04-25,84000027,2020-04-26 02:32:45,27,USA,-93.9002,45.6945,3446,244,1654,3202.0,7.080673244341265,59699,1206.9069388405333,797,23.128264654672083,69.66618052638198,,
Mississippi,US,2020-04-25,84000028,2020-04-26 02:32:45,28,USA,-89.6787,32.7416,5718,221,,5497.0,3.8649877579573277,58957,2036.3663241924755,996,17.418677859391394,197.49889990556804,,
Missouri,US,2020-04-25,84000029,2020-04-26 02:32:45,29,USA,-92.2884,38.4561,6935,281,,6654.0,4.051910598413843,67218,1147.171341503375,850,12.256669069935112,118.35569718417545,,
Montana,US,2020-04-25,84000030,2020-04-26 02:32:45,30,USA,-110.4544,46.9219,445,14,339,431.0,3.146067415730337,12497,1443.0932565962307,61,13.707865168539326,51.38645268346984,,
Nebraska,US,2020-04-25,84000031,2020-04-26 02:32:45,31,USA,-98.2681,41.1254,2719,50,,2669.0,1.8389113644722324,19973,1309.471359862372,,,178.26328681048363,,
Nevada,US,2020-04-25,84000032,2020-04-26 02:32:45,32,USA,-117.0554,38.3135,4539,205,,4334.0,4.516413306895792,37208,1233.4019624775044,,,150.46257545918598,,
New Hampshire,US,2020-04-25,84000033,2020-04-26 02:32:45,33,USA,-71.5639,43.4525,1797,53,578,1744.0,2.949360044518642,17727,1334.7157093938326,224,12.465219810795771,135.30118631357348,,
New Jersey,US,2020-04-25,84000034,2020-04-26 02:32:45,34,USA,-74.521,40.2989,105498,5914,,99584.0,5.6057934747578155,213686,2405.7805563717957,6722,6.371684771275285,1187.7476162973321,,
New Mexico,US,2020-04-25,84000035,2020-04-26 02:32:45,35,USA,-106.2485,34.8405,2660,93,614,2567.0,3.4962406015037595,51510,3088.9943407416827,412,15.488721804511279,159.51708302024608,,
New York,US,2020-04-25,84000036,2020-04-26 02:32:45,36,USA,-74.9481,42.1657,282143,22009,23887,260134.0,7.800654278149732,777568,4611.629482786486,57103,20.239027727074568,1673.3442954980494,,
North Carolina,US,2020-04-25,84000037,2020-04-26 02:32:45,37,USA,-79.8064,35.6301,8768,305,,8463.0,3.4785583941605838,105265,1061.366472152553,456,5.200729927007299,88.40603455881426,,
North Dakota,US,2020-04-25,84000038,2020-04-26 02:32:45,38,USA,-99.78399999999999,47.5289,803,16,310,787.0,1.9925280199252802,19350,3190.8683449369905,70,8.7173100871731,132.416913745964,,
Northern Mariana Islands,US,2020-04-25,580,2020-04-26 02:32:45,69,MNP,145.6739,15.0979,14,2,11,12.0,14.285714285714286,65,117.87320470042071,,,25.388074858552155,,
Ohio,US,2020-04-25,84000039,2020-04-26 02:32:45,39,USA,-82.7649,40.3888,15587,711,,14876.0,4.561493552319241,111379,996.7817746060896,3115,19.984602553409893,139.4952147243656,,
Oklahoma,US,2020-04-25,84000040,2020-04-26 02:32:45,40,USA,-96.9289,35.5653,3194,194,2080,3000.0,6.073888541014402,53084,1451.3207171630622,637,19.94364433312461,87.3242101314675,,
Oregon,US,2020-04-25,84000041,2020-04-26 02:32:45,41,USA,-122.0709,44.571999999999996,2253,87,,2166.0,3.8615179760319576,47377,1182.3340422462875,536,23.790501553484244,56.22556508814162,,
Pennsylvania,US,2020-04-25,84000042,2020-04-26 02:32:45,42,USA,-77.2098,40.5908,41153,1793,,39360.0,4.356912011274998,192935,1532.751110089639,2748,6.677520472383544,326.9355297562335,,
Puerto Rico,US,2020-04-25,630,2020-04-26 02:32:45,72,PRI,-66.5901,18.2208,1307,83,,1224.0,6.350420811017598,10620,362.03623907755076,,,44.5556840371336,,
Recovered,US,2020-04-25,84070001,2020-04-26 02:32:45,,USA,,,0,0,100372,-100372.0,,,,,,,,
Rhode Island,US,2020-04-25,84000044,2020-04-26 02:32:45,44,USA,-71.5118,41.6809,7129,215,410,6914.0,3.0158507504558845,50891,4803.93369210307,576,8.079674568663206,672.9528461025089,,
South Carolina,US,2020-04-25,84000045,2020-04-26 02:32:45,45,USA,-80.945,33.8569,5253,166,3701,5087.0,3.160098991052732,49014,972.5048239326584,944,17.970683418998668,104.2267074737474,,
South Dakota,US,2020-04-25,84000046,2020-04-26 02:32:45,46,USA,-99.4388,44.2998,2147,10,1223,2137.0,0.4657661853749418,15596,2119.3327281720685,128,5.961807172799255,291.7547683627489,,
Tennessee,US,2020-04-25,84000047,2020-04-26 02:32:45,47,USA,-86.6923,35.7478,9189,177,4467,9012.0,1.9262161279791055,141406,2153.9608425315796,821,8.934595712264665,139.9710491918496,,
Texas,US,2020-04-25,84000048,2020-04-26 02:32:45,48,USA,-97.5635,31.0545,24153,640,9986,23515.0,2.6414938102927175,262816,1143.4458112991585,1597,6.612015070591645,105.08358197487435,,
Utah,US,2020-04-25,84000049,2020-04-26 02:32:45,49,USA,-111.8624,40.15,3948,41,1399,3907.0,1.038500506585613,90206,3147.5824894395514,329,8.333333333333334,137.75863765500463,,
Vermont,US,2020-04-25,84000050,2020-04-26 02:32:45,50,USA,-72.7107,44.0459,843,46,1710,797.0,5.456702253855279,14682,2404.555586309002,37,4.389086595492289,138.06295867446457,,
Virgin Islands,US,2020-04-25,850,2020-04-26 02:32:45,78,VIR,-64.8963,18.3358,55,3,51,52.0,5.454545454545454,748,697.3188648991312,,,51.27344594846553,,
Virginia,US,2020-04-25,84000051,2020-04-26 02:32:45,51,USA,-78.17,37.7693,12366,437,1717,11929.0,3.5338832282063724,72178,912.8101749917481,1942,15.704350638848455,156.3885203794502,,
Washington,US,2020-04-25,84000053,2020-04-26 02:32:45,53,USA,-121.4905,47.4009,13319,737,,12582.0,5.533448457091374,160324,2123.6646129501896,455,3.416172385314213,176.42454641777636,,
West Virginia,US,2020-04-25,84000054,2020-04-26 02:32:45,54,USA,-80.9545,38.4912,1010,32,439,978.0,3.1683168316831685,32966,2491.7649157443925,97,9.603960396039604,76.3417631772686,,
Wisconsin,US,2020-04-25,84000055,2020-04-26 02:32:45,55,USA,-89.6165,44.2685,5687,266,,5421.0,4.677334271144716,62825,1214.1103098208528,1376,24.195533673289958,109.9028305921399,,
Wyoming,US,2020-04-25,84000056,2020-04-26 02:32:45,56,USA,-107.3025,42.756,491,7,321,484.0,1.4256619144602851,8146,1638.2431019226128,54,10.9979633401222,98.7450728018663,,
Alabama,US,2020-04-26,84000001,2020-04-27 02:32:46,1,USA,-86.9023,32.3182,6475,219,,6202.0,3.4106836941286405,73551,1568.6205092583607,845,13.159943933966671,136.94052140620704,,
Alaska,US,2020-04-26,84000002,2020-04-27 02:32:46,2,USA,-152.4044,61.3707,340,9,217,331.0,2.6470588235294117,16177,2706.31987673756,14,4.117647058823529,56.88006169813751,,
American Samoa,US,2020-04-26,16,2020-04-27 02:32:46,60,ASM,-170.132,-14.270999999999999,0,0,,,,3,5.3917075537822825,,,0.0,,
Arizona,US,2020-04-26,84000004,2020-04-27 02:32:46,4,USA,-111.4312,33.7298,6534,275,1383,6259.0,4.2087542087542085,64811,890.4179129371289,1037,15.870829507193143,89.7685677297249,,
Arkansas,US,2020-04-26,84000005,2020-04-27 02:32:46,5,USA,-92.3731,34.9697,3001,51,985,2950.0,1.6994335221592802,39469,1524.4723210688803,291,9.696767744085305,115.91227128956167,,
California,US,2020-04-26,84000006,2020-04-27 02:32:46,6,USA,-119.6816,36.1162,43558,1725,,41833.0,3.960236925478672,526084,1341.755971008416,4928,11.313650764497911,111.0929178328643,,
Colorado,US,2020-04-26,84000008,2020-04-27 02:32:46,8,USA,-105.3111,39.0598,13441,688,2150,12753.0,5.118666765865635,59791,1055.1080475039498,2410,17.930213525779333,237.18799261595538,,
Connecticut,US,2020-04-26,84000009,2020-04-27 02:32:46,9,USA,-72.7554,41.5978,25269,1924,,23345.0,7.614072579049428,79811,2238.557513041727,1766,6.988800506549527,708.7507962192104,,
Delaware,US,2020-04-26,84000010,2020-04-27 02:32:46,10,USA,-75.5071,39.3185,4034,120,911,3914.0,2.974714923153198,19249,1976.762336664736,317,7.858205255329698,414.2687550576936,,
Diamond Princess,US,2020-04-26,84088888,2020-04-27 02:32:46,88888,USA,,,49,0,0,49.0,0.0,,,,,,,
District of Columbia,US,2020-04-26,84000011,2020-04-27 02:32:46,11,USA,-77.0268,38.8974,3841,178,657,3663.0,4.634209841187191,18068,2560.1169820998684,402,10.466024472793544,544.244483520345,,
Florida,US,2020-04-26,84000012,2020-04-27 02:32:46,12,USA,-81.6868,27.7663,31532,1075,,30457.0,3.409235062793353,344613,1623.0367577112297,5155,16.34847139413929,148.5074418090742,,
Georgia,US,2020-04-26,84000013,2020-04-27 02:32:46,13,USA,-83.6431,33.0406,23486,916,,22570.0,3.900195861364217,123223,1215.2897121159028,4359,18.55999318743081,231.63122289470385,,
Grand Princess,US,2020-04-26,84099999,2020-04-27 02:32:46,99999,USA,,,103,3,0,100.0,2.912621359223301,,,,,,,
Guam,US,2020-04-26,316,2020-04-27 02:32:46,66,GUM,144.7937,13.4443,141,5,128,136.0,3.5460992907801416,1528,930.408149595991,2,1.4184397163120568,85.85572584622692,,
Hawaii,US,2020-04-26,84000015,2020-04-27 02:32:46,15,USA,-157.4983,21.0943,606,14,482,592.0,2.31023102310231,28483,2011.8153449744523,68,11.221122112211221,42.803078996402,,
Idaho,US,2020-04-26,84000016,2020-04-27 02:32:46,16,USA,-114.4788,44.2405,1897,56,938,1841.0,2.952029520295203,19565,1214.8423747451873,169,8.908803373748023,117.7897257803026,,
Illinois,US,2020-04-26,84000017,2020-04-27 02:32:46,17,USA,-88.9861,40.3495,43903,1933,,41970.0,4.402888185317632,214952,1831.6151644906338,4595,10.466255153406372,374.09933644084396,,
Indiana,US,2020-04-26,84000018,2020-04-27 02:32:46,18,USA,-86.2583,39.8494,15012,813,,14199.0,5.415667466027179,81708,1248.5952768294103,1446,9.632294164668265,229.40118832627292,,
Iowa,US,2020-04-26,84000019,2020-04-27 02:32:46,19,USA,-93.2105,42.0115,5476,118,1900,5358.0,2.1548575602629656,36090,1377.106153935971,286,5.222790357925493,208.95077026748064,,
Kansas,US,2020-04-26,84000020,2020-04-27 02:32:46,20,USA,-96.7265,38.5266,3277,121,,3156.0,3.6924015868172106,26227,1075.5435335338948,485,14.800122062862375,134.38655429101968,,
Kentucky,US,2020-04-26,84000021,2020-04-27 02:32:46,21,USA,-84.6701,37.6681,4085,208,1501,3877.0,5.091799265605875,46558,1360.031525108937,1266,30.991432068543453,119.32919756153633,,
Louisiana,US,2020-04-26,84000022,2020-04-27 02:32:46,22,USA,-91.8678,31.1695,26773,1729,14927,25044.0,6.457998730063871,143036,3111.3274715885486,1701,6.35341575467822,582.3678682068864,,
Maine,US,2020-04-26,84000023,2020-04-27 02:32:46,23,USA,-69.3819,44.6939,1015,50,532,965.0,4.926108374384237,17799,1516.091059159834,159,15.665024630541872,86.45611691933432,,
Maryland,US,2020-04-26,84000024,2020-04-27 02:32:46,24,USA,-76.8021,39.0639,18581,910,1177,17671.0,4.897475916258544,96665,1626.4437390791534,3962,21.322856681556427,312.63591905891224,,
Massachusetts,US,2020-04-26,84000025,2020-04-27 02:32:46,25,USA,-71.5301,42.2302,54938,2899,,52039.0,5.276857548509229,236100,3439.7995737620654,5104,9.290472896719939,800.4053747706072,,
Michigan,US,2020-04-26,84000026,2020-04-27 02:32:46,26,USA,-84.5361,43.3266,37778,3315,8342,34463.0,8.774948382656573,193879,2433.4466847381264,2757,7.297898247657367,474.16558191468357,,
Minnesota,US,2020-04-26,84000027,2020-04-27 02:32:46,27,USA,-93.9002,45.6945,3602,272,1774,3330.0,7.551360355358135,58987,1192.5127657311937,829,23.014991671293725,72.81996002786647,,
Mississippi,US,2020-04-26,84000028,2020-04-27 02:32:46,28,USA,-89.6787,32.7416,5911,227,,5684.0,3.840297749957706,60788,2099.6088015844125,1001,16.934528844527154,204.16509222487105,,
Missouri,US,2020-04-26,84000029,2020-04-27 02:32:46,29,USA,-92.2884,38.4561,7120,283,,6837.0,3.9747191011235956,69748,1190.3494112764051,679,9.536516853932584,121.51298687113616,,
Montana,US,2020-04-26,84000030,2020-04-27 02:32:46,30,USA,-110.4544,46.9219,448,14,339,434.0,3.125,12862,1485.2416953141328,61,13.616071428571429,51.73287820717863,,
Nebraska,US,2020-04-26,84000031,2020-04-27 02:32:46,31,USA,-98.2681,41.1254,3028,56,,2972.0,1.8494055482166447,21228,1391.7517662423488,,,198.52196854069308,,
Nevada,US,2020-04-26,84000032,2020-04-27 02:32:46,32,USA,-117.0554,38.3135,4734,206,,4528.0,4.351499788762146,38186,1265.8215259934955,,,156.92659885961368,,
New Hampshire,US,2020-04-26,84000033,2020-04-27 02:32:46,33,USA,-71.5639,43.4525,1864,60,777,1804.0,3.218884120171674,18751,1411.8155506765813,238,12.768240343347639,140.34580483500332,,
New Jersey,US,2020-04-26,84000034,2020-04-27 02:32:46,34,USA,-74.521,40.2989,109038,5938,,103100.0,5.4458078834901595,223144,2512.263304432803,6573,6.02817366422715,1227.6026520486503,,
New Mexico,US,2020-04-26,84000035,2020-04-27 02:32:46,35,USA,-106.2485,34.8405,2726,99,614,2627.0,3.6316947909024213,53735,3222.42498349358,412,15.113719735876742,163.4750256816507,,
New York,US,2020-04-26,84000036,2020-04-27 02:32:46,36,USA,-74.9481,42.1657,288045,22269,23887,265776.0,7.73108368484091,805350,4776.400011268592,57103,19.824333003523755,1708.3480986476209,,
North Carolina,US,2020-04-26,84000037,2020-04-27 02:32:46,37,USA,-79.8064,35.6301,8997,324,,8673.0,3.601200400133378,107894,1087.8741665931461,451,5.012782038457264,90.71499691214096,,
North Dakota,US,2020-04-26,84000038,2020-04-27 02:32:46,38,USA,-99.78399999999999,47.5289,867,17,326,850.0,1.9607843137254901,20717,3416.2904135431336,71,8.189158016147635,142.9706901839985,,
Northern Mariana Islands,US,2020-04-26,580,2020-04-27 02:32:46,69,MNP,145.6739,15.0979,14,2,11,12.0,14.285714285714286,65,117.87320470042071,,,25.388074858552155,,
Ohio,US,2020-04-26,84000039,2020-04-27 02:32:46,39,USA,-82.7649,40.3888,15972,728,,15244.0,4.557976458802905,115783,1036.1951912767836,3178,19.89732031054345,142.94075637246215,,
Oklahoma,US,2020-04-26,84000040,2020-04-27 02:32:46,40,USA,-96.9289,35.5653,3254,195,2139,3059.0,5.992624462200369,53144,1452.9611218618375,653,20.067609096496618,88.96461483024272,,
Oregon,US,2020-04-26,84000041,2020-04-27 02:32:46,41,USA,-122.0709,44.571999999999996,2311,92,,2219.0,3.98096062310688,48964,1221.9390008769492,546,23.62613587191692,57.67300529014438,,
Pennsylvania,US,2020-04-26,84000042,2020-04-27 02:32:46,42,USA,-77.2098,40.5908,42616,1816,,40800.0,4.261310305988361,198593,1577.700475320868,2736,6.420123897127839,338.5581740357118,,
Puerto Rico,US,2020-04-26,630,2020-04-27 02:32:46,72,PRI,-66.5901,18.2208,1371,84,,1287.0,6.12691466083151,10684,364.21800172359247,,,46.737446683175335,,
Recovered,US,2020-04-26,84070001,2020-04-27 02:32:46,,USA,,,0,0,106988,-106988.0,,,,,,,,
Rhode Island,US,2020-04-26,84000044,2020-04-27 02:32:46,44,USA,-71.5118,41.6809,7439,226,433,7213.0,3.03804274768114,53403,5041.057769730998,691,9.28888291437021,702.2157696951275,,
South Carolina,US,2020-04-26,84000045,2020-04-27 02:32:46,45,USA,-80.945,33.8569,5498,174,3701,5324.0,3.164787195343761,50761,1007.1676942841979,944,17.169879956347764,109.08784269763242,,
South Dakota,US,2020-04-26,84000046,2020-04-27 02:32:46,46,USA,-99.4388,44.2998,2212,11,1257,2201.0,0.4972875226039783,16274,2211.4658129182,135,6.1030741410488245,300.58758622189123,,
Tennessee,US,2020-04-26,84000047,2020-04-27 02:32:46,47,USA,-86.6923,35.7478,9667,181,4527,9486.0,1.8723492293369195,148221,2257.770038335525,828,8.565221888900382,147.25216373246383,,
Texas,US,2020-04-26,84000048,2020-04-27 02:32:46,48,USA,-97.5635,31.0545,24967,653,10763,24316.0,2.6074418232066328,276021,1200.8974197940956,1542,6.176152521328153,108.62508968520217,,
Utah,US,2020-04-26,84000049,2020-04-27 02:32:46,49,USA,-111.8624,40.15,4123,41,1568,4082.0,0.9944215377152559,95702,3339.355912071746,345,8.367693427116178,143.86496024609528,,
Vermont,US,2020-04-26,84000050,2020-04-27 02:32:46,50,USA,-72.7107,44.0459,851,46,,805.0,5.405405405405405,14797,2423.3897977533243,34,3.9952996474735607,139.37316468798264,,
Virgin Islands,US,2020-04-26,850,2020-04-27 02:32:46,78,VIR,-64.8963,18.3358,57,4,51,53.0,7.017543859649122,757,705.7090651452437,,,53.13793489204609,,
Virginia,US,2020-04-26,84000051,2020-04-27 02:32:46,51,USA,-78.17,37.7693,12970,449,1815,12521.0,3.4618350038550503,76118,962.637990800824,2014,15.528141865844256,164.02709924967402,,
Washington,US,2020-04-26,84000053,2020-04-27 02:32:46,53,USA,-121.4905,47.4009,13521,749,,12772.0,5.539531099770727,170594,2259.7018598689197,508,3.757118556319799,179.10025468239013,,
West Virginia,US,2020-04-26,84000054,2020-04-27 02:32:46,54,USA,-80.9545,38.4912,1055,34,455,1021.0,3.2227488151658767,39063,2952.6121732610327,100,9.47867298578199,79.74312886338453,,
Wisconsin,US,2020-04-26,84000055,2020-04-27 02:32:46,55,USA,-89.6165,44.2685,5912,272,,5640.0,4.600811907983762,65146,1258.9642696950143,1397,23.629905277401896,114.25101713745931,,
Wyoming,US,2020-04-26,84000056,2020-04-27 02:32:46,56,USA,-107.3025,42.756,502,7,334,495.0,1.3944223107569722,8159,1640.8575335853914,54,10.756972111553784,100.95728420883276,,
Alabama,US,2020-04-27,84000001,2020-04-28 02:32:46,1,USA,-86.9023,32.3182,6621,228,,6311.0,3.4867716776265483,73997,1578.1323411454762,872,13.335372381098027,139.45710473060083,,
